id,user_posted,description_translated,date_posted,likes,replies,reposts,views
1868359983567442165,Man███y,"Into the final stages ⏱️

🩵 1-0 🔴 #ManCity","""2024-12-15T18:18:27.000Z""",964,74,78,117033
1868362790584590580,Man███y,"FULL-TIME | Defeat in the derby. 

🩵 1-2 🔴 #ManCity | @okx","""2024-12-15T18:29:36.000Z""",42031,5659,3671,2264412
1868341523554992300,Man███,"Searching for a breakthrough 🔍

#MUFC || #MCIMUN","""2024-12-15T17:05:05.000Z""",2703,166,182,250355
1868394851336966642,Man███,"Grab your popcorn for this one: today's match highlights have landed 🍿

#MUFC || #MCIMUN","""2024-12-15T20:37:00.000Z""",7065,137,584,201982
1868431090844876946,Man███,"Goodnight, Reds ✌️

#MUFC || #MCIMUN","""2024-12-15T23:01:00.000Z""",18668,218,1981,292571
1868406175915466819,Man███,"Loud and proud — what an away end today, Reds 🔊

#MUFC || #MCIMUN","""2024-12-15T21:22:00.000Z""",12098,116,1046,277577
1868360715850989772,Man███,"Get in there! The Reds are level late on! 🔴

#MUFC || #MCIMUN","""2024-12-15T18:21:21.000Z""",7146,202,1098,538119
1868226996322656630,Man███yWo███,"On the road! 🛣️

#ManCity | @Gatorade","""2024-12-15T09:30:00.000Z""",382,5,21,14191
1868292528761606490,Man███yWo███,"63. CITY SUB | Another change 🔁

🍬 2-0 🩵 #ManCity","""2024-12-15T13:50:24.000Z""",183,11,6,17435
1868308167781974126,Man███Wom███,"Grace's goal has us ahead at the break 💪

#MUWomen","""2024-12-15T14:52:33.000Z""",557,22,51,17931
1868303770251362392,Man███Wom███,"Just over half an hour played and we’re still searching for an opener 🔎

#MUWomen","""2024-12-15T14:35:04.000Z""",407,20,26,13618
1868320589087420478,AVW███ffi███l,"Rach is unable to continue 🔁

80' 🟣 2-1 ⚪️ // #BarclaysWSL","""2024-12-15T15:41:54.000Z""",52,1,1,5037
1868320227844620506,Man███,"Behind enemy lines 📍

🧵 adidas LNY x #MUFC

#MCIMUN","""2024-12-15T15:40:28.000Z""",2609,126,223,197616
1868389566496817300,Man███,"High praise for @AmadDiallo_19 from the captain 🫶

#MUFC || #MCIMUN","""2024-12-15T20:16:00.000Z""",5781,112,558,200311
1868316905687412789,Man███Wom███,"👏 @GabsGeorge on the attack!

#MUWomen","""2024-12-15T15:27:16.000Z""",627,3,43,15318
1868227333368512760,LFC,'We showed the character we have' - Cody Gakpo on #LIVFUL 💬,"""2024-12-15T09:31:20.000Z""",2994,70,197,139744
1868282846823264742,Man███y,"What’s your Manchester derby score prediction? 🔮

#ManCity | @betway","""2024-12-15T13:11:56.000Z""",959,337,93,87366
1868349552853451025,Bar███ysW███,"A first #BarclaysWSL victory over Manchester City!

What a way to finish the year for @EvertonWomen!","""2024-12-15T17:37:00.000Z""",231,2,11,11020
1868368328416510441,Man███,"It's just what we do 🔴

#MUFC || #MCIMUN","""2024-12-15T18:51:36.000Z""",48615,499,5812,788950
1868361384897151487,Man███,"Absolute scenes.

#MUFC || #MCIMUN","""2024-12-15T18:24:01.000Z""",27543,499,4849,1117331
1868317593221599421,Lio███ses███,"The #WEURO2025 draw takes place tomorrow in Switzerland! 🔜

Details 🔗","""2024-12-15T15:30:00.000Z""",331,3,32,17351
1868305641456140532,Man███Wom███,"💫 @hinata_1509 

#Muwomen","""2024-12-15T14:42:31.000Z""",1769,14,114,21276
1868324029079372073,Man███Wom███,"Finishing the calendar year with three points! ➕3️⃣

#MUWomen","""2024-12-15T15:55:34.000Z""",2369,109,336,171518
1868340997148619258,Man███Wom███,"Our Grace, our matchwinner 🫶

#MUWomen","""2024-12-15T17:03:00.000Z""",987,9,84,18011
1868307773425094713,Man███Wom███,"DEADLOCK = BROKEN! 🔓⚽️

#MUWomen","""2024-12-15T14:50:59.000Z""",2948,33,184,39924
1868284121761386635,McL███nF1███,"How were you feeling this time last Sunday? 👀

#ThisTeam","""2024-12-15T13:17:00.000Z""",1850,38,50,70794
1868343442642006395,dea███nde███n,What it means!! Let’s go!! I love this team💙❤️🔜🔛🔝 @CPFC,"""2024-12-15T17:12:43.000Z""",3265,82,156,128756
1868257205226725714,Eve███nWo███,"🔵 Your Blues to take on Manchester City.

#COYB","""2024-12-15T11:30:02.000Z""",145,5,23,17227
1868213405749809562,Man███,"IT’S DERBY DAY 🔵⚔️🔴

#MUFC || #MCIMUN","""2024-12-15T08:36:00.000Z""",13652,460,1905,1669790
1868327488117706849,Man███,"Let's go boys ✊

#MUFC || #MCIMUN","""2024-12-15T16:09:19.000Z""",7161,193,643,277966
1868363808143507774,Man███,"What a feeling ❤️

#MUFC || #MCIMUN","""2024-12-15T18:33:39.000Z""",65288,915,10869,1268628
1868219451537068299,Man███yWo███,"Wrapping up the year in the @BarclaysWSL! 🙌

#ManCity","""2024-12-15T09:00:01.000Z""",791,26,87,65628
1868288281701671258,Man███yWo███,"46. CITY SUB | Switch at the break 🔁

🍬 2-0 🩵 #ManCity","""2024-12-15T13:33:32.000Z""",131,12,8,19320
1868355723656110263,Man███y,"68. CITY SUB | Kova returns replacing KDB 🔄

🩵 1-0 🔴 #ManCity","""2024-12-15T18:01:31.000Z""",737,80,79,93814
1868287393167782194,Man███y,"Counting down to the derby! 👊

#ManCity | @Gatorade","""2024-12-15T13:30:00.000Z""",4475,129,322,219157
1868346822097609097,Man███y,"Love it, if 🩵

🩵 1-0 🔴 #mancity","""2024-12-15T17:26:09.000Z""",4428,157,409,263467
1868366894883115448,Man███,"For you that, Reds.

#MUFC || #MCIMUN","""2024-12-15T18:45:54.000Z""",28062,288,3484,577299
1868390573041684919,LFC,Up next: A @Carabao_Cup quarter-final on the south coast 👊,"""2024-12-15T20:20:00.000Z""",8035,106,588,208486
1868284121669320713,Man███,"Who’s in your Fantasy United team for the derby? 🔥

Claim your free Player Trading Card pack and lock in your squad before the deadline ⌛

#MUFC","""2024-12-15T13:17:00.000Z""",1124,99,106,172199
1868284923271852257,Bar███ysW███,"HT: The home side lead at the break!

#BarclaysWSL","""2024-12-15T13:20:11.000Z""",91,4,5,11451
1868315695496483290,Man███,"A new look for warm-ups 💪

#MUFC || #MCIMUN","""2024-12-15T15:22:28.000Z""",2396,111,176,196989
1868300866345722297,Bar███ysW███,"FT: @EvertonWomen claim a huge victory against Manchester City!

#BarclaysWSL","""2024-12-15T14:23:32.000Z""",139,13,17,10662
1868349959931891925,Man███,"▶️ Back under way for the second half. 

#MUFC || #MCIMUN","""2024-12-15T17:38:37.000Z""",1277,179,148,194196
1868375941241848237,Man███,"Together 💪

#MUFC || #MCIMUN","""2024-12-15T19:21:51.000Z""",17768,274,2496,354623
1868385791925268708,Man███,"""Oh what fun it is to see United win away..."" 🎅

#MUFC || #MCIMUN","""2024-12-15T20:01:00.000Z""",10007,148,980,238145
1868300744170012842,Man███yWo███,"Defeat.

🍬 2-1 🩵 #ManCity | @okx","""2024-12-15T14:23:03.000Z""",832,93,69,85620
1868361830407528503,Man███,"🔄 The goal is Amad's last contribution of the day.

What a shift, @AmadDiallo_19 👏

#MUFC || #MCIMUN","""2024-12-15T18:25:47.000Z""",5538,122,395,298665
1868342730876952995,Man███y,"36. @JoskoGvardiol4 nods home a @KevinDeBruyne cross to give us the lead!! 💪

🩵 1-0 🔴 #ManCity","""2024-12-15T17:09:53.000Z""",1264,92,154,269617
1868373711880851952,Man███Wom███,"See you in 2️⃣0️⃣2️⃣5️⃣, Reds ❤️

Today, and always, thank you for your tremendous backing 👏

#MUWomen","""2024-12-15T19:13:00.000Z""",1931,14,166,22543
1868239326724948105,Man███,"An away day like no other 🏙️❤️‍🔥

Let's hear you loud and proud later, Reds — UNITED! ✊🇾🇪

#MUFC || #MCIMUN","""2024-12-15T10:19:00.000Z""",6022,170,565,246036
1868304657090830718,Che███aFC███,"Looking ahead to our last game of 2024. 🔜✨

#UWCL","""2024-12-15T14:38:36.000Z""",5101,43,326,44602
1868294947453173786,Man███y,"All eyes on Manchester 👀

Where are you supporting us from? 🩵🗺️

#ManCity | @etihad","""2024-12-15T14:00:01.000Z""",1024,161,99,97263
1868351706091987038,Man███y,"⚔️

🩵 1-0 🔴 #ManCity","""2024-12-15T17:45:33.000Z""",1471,76,112,95393
1868362781205889088,Man███,"MANCHESTER. IS. RED. 🔴

#MUFC || #MCIMUN","""2024-12-15T18:29:34.000Z""",100329,2729,26332,3189307
1868337766360334742,Man███,"An even start to the derby ⚖️

@AmadDiallo_19 ⚡️

#MUFC || #MCIMUN","""2024-12-15T16:50:10.000Z""",4310,138,355,201230
1868336482488074641,Man███,"🔄 United are forced into an early change.

#MUFC || #MCIMUN","""2024-12-15T16:45:04.000Z""",2073,333,219,273466
1868282937592127770,Man███Wom███,"Reporting for duty in the @adidasFootball Lunar New Year range 😮‍💨

#MUWomen","""2024-12-15T13:12:17.000Z""",390,2,30,12818
1868279867965669736,Man███Wom███,"Our final starting XI of the calendar year 👊

BRING ON UNITED! 🇾🇪

#MUWomen || #BarclaysWSL","""2024-12-15T13:00:06.000Z""",1513,31,182,45300
1868284194985767308,Man███Wom███,"These two 🫶

#MUWomen","""2024-12-15T13:17:17.000Z""",2046,16,148,38686
1868219445736304967,acm███n,"Let's rise to the occasion ❤️‍🔥

#ACMilanWorthEveryMinute #MilanGenoa #SempreMilan","""2024-12-15T09:00:00.000Z""",1859,27,159,49212
1868328324281319607,Man███y,"Heating up at the Etihad 💪

#ManCity","""2024-12-15T16:12:39.000Z""",2254,83,137,99024
1868319362488087015,Man███y,"Home 🩵🏡

#ManCity | #AsahiSuperDry","""2024-12-15T15:37:02.000Z""",4164,112,348,169903
1868220959515426969,Man███y,"IT’S DERBY DAY! 🩵

#ManCity","""2024-12-15T09:06:01.000Z""",7699,337,861,889292
1868345605673930947,Man███y,"HALF-TIME | In the lead in the derby 💪

🩵 1-0 🔴 #ManCity","""2024-12-15T17:21:19.000Z""",7418,226,650,442629
1868345602201010390,Man███,"⏸️ Behind at the interval.

#MUFC || #MCIMUN","""2024-12-15T17:21:18.000Z""",3545,672,358,317642
1868424043918946683,Man███,"Our Portuguese Magnificent 🇵🇹

#Mufc || #Mcimun","""2024-12-15T22:33:00.000Z""",3502,76,253,166039
1868257194870984845,Man███yWo███,"This afternoon's squad! 📋

XI | Keating, Aleixandri (C), Fowler, Roord, Kennedy, Ouahabi, Park, Casparij, Blindkilde Brown, Fujino, Hasegawa

SUBS | Yamashita, Coombs, Kelly, Prior, Murphy, O'Carroll, Davies

#ManCity | @etihad","""2024-12-15T11:30:00.000Z""",764,22,69,56719
1868315259158810715,Man███Wom███,"⏩ @Hinata_1509 on the move ⚡️

#MUWomen","""2024-12-15T15:20:44.000Z""",476,5,44,15281
1868311687646065001,Man███Wom███,"Back to it —  let’s finish the job 🫡

#MUWomen","""2024-12-15T15:06:32.000Z""",256,2,15,13624
1868347287845408920,Man███Wom███,"Appreciating our saving Grace 🤍

#MUWomen","""2024-12-15T17:28:00.000Z""",842,10,54,18769
1868356599330517253,Man███Wom███,"Congratulations to our U21s, who beat Loughborough Lightning 3-0 to progress into the semi-finals of the FA WNL Plate 💪🇾🇪

#MUWomen || #MUAcademy","""2024-12-15T18:05:00.000Z""",871,9,104,25400
1868458074203095475,ESP███asi███,"🚨🚨🚨

Botafogo already sees Artur Jorge outside; See how technician caused a travel discomfort to Rio 

▶ ️","""2024-12-16T00:48:13.000Z""",1076,82,79,234965
1868488101753954626,CNN███sil███,"It is not the market that has worrying about government spending, it is the government, says Lula","""2024-12-16T02:47:32.000Z""",63,36,6,3199
1868367069571338481,ESP███asi███,"Brazilian goal in Laliga 🇧🇷🔥 

Vitor Roque gives a beautiful header and opens the scoring to Betis against Villarreal; LOOK

#LaliganaesPN #FuteBolnaESPN","""2024-12-15T18:46:36.000Z""",52,1,1,9266
1868364691317170434,ESP███asi███,"What a game!

Manchester United applies amazing turn on City, wins classic on the Premier League and plays rival in the crisis

➡️","""2024-12-15T18:37:09.000Z""",36,3,1,8202
1868363612173058135,ESP███asi███,"It's champion! 🏆 

See the penalty shootout that gave the title to Celtic of the Scottish League Cup against Rangers 

#Futebolnaespn","""2024-12-15T18:32:52.000Z""",25,0,1,8583
1868185823960580559,ESP███asi███,"Unrecognizable! How was Colby Covington's face after being punished by Buckley at UFC 
#Espnknockout","""2024-12-15T06:46:24.000Z""",10,2,1,11266
1868135651272495506,ESP███asi███,"Only those who felt represented by @ariaguiar in these two throws! 🙋‍♀️😂

👉 Watch the game between OKC and Rockets, for the NBA Cup semifinal, now live on #DisneyPlus! 

#Nbanaespn","""2024-12-15T03:27:02.000Z""",24,3,2,11961
1868323262825947549,CNN███sil███,Lula can now go back to work and evaluate ministerial meeting still in 2024,"""2024-12-15T15:52:32.000Z""",195,128,15,10944
1868459157918974320,ESP███asi███,"Only 2 vacancies are left! See all guaranteed teams at Libertadores 2025 

#LibertadoresNaesPN #FuteBolnaesPN","""2024-12-16T00:52:32.000Z""",21,0,2,10813
1868356789680427453,ESP███asi███,"São Paulo? Porto Technician explains Wendell's situation for 2025 

#Futebolnaespn","""2024-12-15T18:05:45.000Z""",18,2,1,8072
1868103966816366975,ESP███asi███,"Neymar at Santos? Cafu hopes for return to Brazilian football, but 'chooses' another team for the ace: 'could, right?'
#Futebolnaespn","""2024-12-15T01:21:08.000Z""",23,1,2,11353
1868357237984346622,CNN███sil███,"Fuvest 2025: Theme is ""Social Relations through Solidarity""","""2024-12-15T18:07:32.000Z""",42,1,2,12068
1868441275588083804,ESP███asi███,"In the target of 4 clubs! 👀🎯

Exit from Palmeiras, Zé Rafael is the target of four clubs for 2025; See Backstage

▶ ️","""2024-12-15T23:41:28.000Z""",60,4,4,19434
1868119153690726472,ESP███asi███,"Zubeldia defines Luciano: 'Your bond is with the goal'
#Futebolnaespn","""2024-12-15T02:21:28.000Z""",14,2,2,11382
1868482547711082614,CNN███sil███,"During this Sunday's WW (15), the philosopher and writer Denis Lion Rosenfield stated that President Luiz Inácio Lula da Silva's Workers Party (PT) needs to dialogue with society in general to be competitive in the 2026 presidential elections.","""2024-12-16T02:25:28.000Z""",19,5,1,4825
1868356653835505745,CNN███sil███,By @luisamartins - & gt; STF studies revising amnesty to dictatorship agents who hid bodies,"""2024-12-15T18:05:13.000Z""",115,12,20,8047
1868418707417919664,ESP███asi███,"Adriano Imperador goodbye to football in Maracanã with a goal from Romário, stars parade and a lot of emotion 

➡️","""2024-12-15T22:11:48.000Z""",201,14,8,10256
1868401441217429664,ESP███asi███,"Chelsea gets fright, but wins Brentford and slopes in Liverpool in the fight for the leadership of the Premier League 

➡️","""2024-12-15T21:03:11.000Z""",19,3,1,7790
1868348543338967407,ESP███asi███,"Journal: City Pogba Probe for 2025, but possible negotiation goes through 'barbage'

➡️","""2024-12-15T17:32:59.000Z""",30,10,1,12019
1868106702320525580,ESP███asi███,"Schroder in the Warriors! 

Now the team of Stephen Curry and Gui Santos will get off?

#Nbanaespn","""2024-12-15T01:32:00.000Z""",13,3,1,11598
1868381849384325596,CNN███sil███,"A man was run over by a military police car in Sorocaba, interior of São Paulo. The agents left without helping the victim. #Agoracnn","""2024-12-15T19:45:20.000Z""",126,12,31,8807
1868400020350967952,ESP███asi███,"'I knew it would be a difficult season, but not so much'

Guardiola admits that she doesn't know how to make city react

▶ ️","""2024-12-15T20:57:32.000Z""",48,1,1,7864
1868301159707918428,ESP███asi███,"Palmeiras wins Mexican club and hires Facundo Torres for five seasons ✍️ ✅ 

➡️","""2024-12-15T14:24:42.000Z""",279,3,18,14168
1868155962571280602,ESP███asi███,"Imparable Thunder! ⚡ 

Will they be able to overcome the bucks in the final?

#Nbanaespn","""2024-12-15T04:47:44.000Z""",10,2,2,9985
1868083557031346218,ESP███asi███,"Lamine Yamal and Raphinha gave the perfect league to pack the Barcelona season!

👉 Watch Barcelona x Leganés, live, this Sunday (15), at 17h, by #DisneyPlus Premium! Access:","""2024-12-15T00:00:01.000Z""",28,3,2,9948
1868363847557366185,CNN███sil███,Video: criminals topple victim during trawling on Guarujá Beach (SP),"""2024-12-15T18:33:48.000Z""",23,2,1,7604
1868423290156622078,quem,"Former BBB Amanda Meirelles and boyfriend, Thiago Pannaforte, enjoy travel; videos","""2024-12-15T22:30:00.000Z""",388,50,34,10053
1868444483001425978,CNN███sil███,Minister Flávio Dino of the Federal Supreme Court (STF) recognized an appeal from the Federal Public Prosecution Service (MPF) that seeks to overthrow the Amnesty Law in cases of concealment of bodies of citizens killed by the military dictatorship. #CNNBRASILPRIMETIME,"""2024-12-15T23:54:13.000Z""",185,11,35,14310
1868324927369052621,CNN███sil███,Lula leaves hospital after being discharged,"""2024-12-15T15:59:09.000Z""",643,209,51,21326
1868453478911168857,ESP███asi███,"Boca alongside Corinthians and Bahia at Libertadores!

Vélez is Argentine champion, and puts river straight into the groups and mouth alongside Corinthians and Bahia in Libertadores 

#LibertadoresNaesPN #argentinonaesPN #FuteBolnaesPN","""2024-12-16T00:29:58.000Z""",144,10,15,13487
1868317907413037091,ESP███asi███,"She is absurd! 🇧🇷

Rayssa Leal wins the Super Crown SLS in Sao Paulo!

#Skatenaespn","""2024-12-15T15:31:15.000Z""",914,9,39,16048
1868313968885830084,ESP███asi███,"Botafogo Artur Jorge says he has an 'open future' and admits proposals from Arabic football: 'Very tempting' 

➡️","""2024-12-15T15:15:36.000Z""",21,4,1,7480
1868393419422454203,ESP███asi███,"'I don't see that scrotum of corruption anymore'

Romário approves the idea of ​​Ronaldo being president of CBF, but defends Ednaldo

👉","""2024-12-15T20:31:18.000Z""",42,4,2,9174
1868097308459409549,ESP███asi███,"Real Madrid ""guilt"" arbitration by stumbling

#Futebolnaespn","""2024-12-15T00:54:40.000Z""",30,3,2,11560
1868420663477702783,CNN███sil███,BNDES lends R $ 1.1 billion for Embraer aircraft export,"""2024-12-15T22:19:34.000Z""",114,8,13,8571
1868319199816253753,CNN███sil███,Video: Woman tries to run over wife pregnant with her lover MT,"""2024-12-15T15:36:23.000Z""",29,2,3,7219
1868311138003206369,CNN███sil███,"At a press conference, President Luiz Inacio Lula da Silva (PT), Dr. Roberto Kalil, said the petista should remain in Sao Paulo until Thursday (19). #Agoracnn","""2024-12-15T15:04:21.000Z""",89,24,8,6944
1868440958238355798,CNN███sil███,"Lula can keep routine, but without exercise, tells Dr. Kalil to CNN","""2024-12-15T23:40:13.000Z""",71,19,1,9154
1868309777727554041,CNN███sil███,"At a news conference, President Luiz Inacio Lula da Silva (PT) spoke about the arrest of General Walter Braga Netto and said he has all the right to presumption of innocence, but if he tried to plan a coup, he must be punished. #Agoracnn","""2024-12-15T14:58:57.000Z""",1026,327,236,33354
1868432861658829065,tvg███o,"""I wanted to thank Orixá, because without sheet there is no life and it was Orixá that took this soap opera from start to finish!"" 🤎 Axéee #Melhoresdoano #Domingão","""2024-12-15T23:08:02.000Z""",5064,123,513,198322
1868430064414494797,tvg███o,"""We and my sisters and I are committed to continuing this wonderful legacy ..."" 🤍🤍🤍 @sbtonline #Melhoresdoano #Domingão","""2024-12-15T22:56:55.000Z""",1359,23,101,42037
1868429618296000624,tvg███o,Patricia Pro Luciano's thanks 🥰 @sbtonline #melhoresdoano #Domingão,"""2024-12-15T22:55:09.000Z""",1049,18,89,21052
1868423741346099702,tvg███o,"Chay Suede, our Mavine, is the ""soap opera actor"" of the year 😍😍😍 #Melhoresdoano #Domingão","""2024-12-15T22:31:48.000Z""",437,33,68,25553
1868420657110728869,tvg███o,She talking about Zefa Leonel with a lot of love! 🥹🥹🥹 #Myelhoresdoano #Domingão,"""2024-12-15T22:19:32.000Z""",401,12,49,12697
1868404146849640694,tvg███o,Everyone in one voice: me ☝️ you 🫵 and a little house 🏠 @gloriagrooove I love you #melhoresdoano #Sunday,"""2024-12-15T21:13:56.000Z""",231,4,43,11412
1868394864259285067,tvg███o,"The ""Journalism"" award goes to César Tralli 🏆🏆🏆 #Melhoresdoano #Domingão","""2024-12-15T20:37:03.000Z""",357,16,41,16887
1868389731957907490,tvg███o,Our prince,"""2024-12-15T20:16:39.000Z""",328,12,48,14538
1868386078685905233,tvg███o,GG is in the house 🤯 Who is hoping for @gloriagroove? #Belhoresdoano #Domingão,"""2024-12-15T20:02:08.000Z""",192,8,19,9508
1868376748481565179,tvg███o,"In a little while, there is the @domingao @domingao 🏆 🏆 We will reward the biggest names in Brazil! #Sunday","""2024-12-15T19:25:04.000Z""",211,11,17,11435
1868378816789311986,tvg███o,"Warns that it's her! @ehagabz, competing in the 'Revelation of the Year' category, has already reached #Melhoresdoano! #Sunday","""2024-12-15T19:33:17.000Z""",174,2,18,9979
1868120875381215253,CNN███sil███,"To vital signs, presented by Dr. Kalil, Incor André Nathan pulmonologist spoke about the importance of physical exercise and the cleaning of the environmental asthma patients for disease prevention. #CNnsinalVital","""2024-12-15T02:28:19.000Z""",53,8,8,15149
1868431700805476859,tvg███o,"My Reborn 😭😭😭 #Renascer Won the category ""Novel"" ❤️ #Melhoresdoano #Domingão","""2024-12-15T23:03:25.000Z""",280,18,58,18157
1868428592579010815,tvg███o,"Luciano handing a trophy to Patricia 😭 I'm thrilled. people! @Sbtonline friend, okay? #Belhoresdoano #Domingão","""2024-12-15T22:51:04.000Z""",866,8,91,51447
1868415624248012808,tvg███o,Beautiful and inspiring speech of Paulo 💖 It's yours !!! This award is all yours !!! #Belhoresdoano #Domingão,"""2024-12-15T21:59:32.000Z""",442,20,38,14985
1868412661609681275,tvg███o,Million Cast 🌟🌟🌟 #Mylhoresdoano #Domingão,"""2024-12-15T21:47:46.000Z""",129,3,20,8869
1868407777208483919,tvg███o,"A speech loaded with a lot of emotion 🥹 We are very proud of the artist who is, Juan !!! #Belhoresdoano #Domingão","""2024-12-15T21:28:22.000Z""",613,12,107,21774
1868451827131298043,tvg███o,It was a historic day and a beautiful tribute! ❤️ @sbtonline ❤️ #Melhoresdoano #Domingão,"""2024-12-16T00:23:24.000Z""",5324,30,261,95358
1868421849626939402,tvg███o,"""Music of the Year"" is ""Two sad"" by Simone Mendes 🥳🥳🥳 You deserveeeeee, colleague #melhoresdoano #Sunday","""2024-12-15T22:24:17.000Z""",934,95,64,60599
1868428670085234956,tvg███o,"What a historic day ❤️ @sbtonline 

#Belhoresdoano #Domingão","""2024-12-15T22:51:23.000Z""",6129,100,492,121959
1868288148243087489,tvg███o,It's today! The biggest talents of Brazilian television are here #Melhoresdoano Live on #Domingão!,"""2024-12-15T13:33:00.000Z""",130,8,19,13069
1868104779152425304,tvg███o,People from Heavenu 😱 Filipa is pregnant with Rudá #Maniadevoce,"""2024-12-15T01:24:21.000Z""",126,14,14,18466
1868092274002763963,tvg███o,"Of course he was going to move his chopsticks, until he found out that Rudá had a bride 🤯🤯🤯 #maniadevoce","""2024-12-15T00:34:40.000Z""",88,4,9,9825
1868214407425376717,CNN███sil███,Understand Braga Netto's arrest at 10 points,"""2024-12-15T08:39:59.000Z""",69,94,5,14061
1868099071740719611,CNN███sil███,"Asylums in Embassy in Venezuela they say that Brazilian flag protects them, but they urgently ask Lula","""2024-12-15T01:01:40.000Z""",73,4,7,11543
1868438126286283142,tvg███o,"What a party lindaaaaaaaaa 🥹🥹🥹 #melhoresdoano comes to an end, in style! What a night !!!! ✨✨✨ #Domingão","""2024-12-15T23:28:57.000Z""",413,20,46,14755
1868436482723033216,tvg███o,"Ô people beautiful and passionate to the sound of ""just you"" 👀👀👀 #Melhoresdoano #Domingão","""2024-12-15T23:22:26.000Z""",156,8,22,10164
1868432330005590054,tvg███o,Thanks of our painho Marcos Palmeira 🥰 #Melhoresdoano #Domingão,"""2024-12-15T23:05:55.000Z""",170,6,23,11849
1868418665630060694,tvg███o,"Timeless hit 💃 Impossible to stand standing with @ivetesangalo singing ""macetting"" 🅰️🅰️🅰️ #","""2024-12-15T22:11:38.000Z""",254,22,46,9926
1868418243548893267,tvg███o,Mother's entrance,"""2024-12-15T22:09:57.000Z""",222,7,61,10301
1868399430983954821,tvg███o,"Oh, damn it! 🥰 Daphne Bozaski took the ""Supporting Actress"" Award ❤️✨ #Melhoresdoano #Domingão","""2024-12-15T20:55:12.000Z""",183,37,30,16545
1868104557999349927,CNN███sil███,"União Brasil has no more soul or ideal, says Luciano Bivar to WW","""2024-12-15T01:23:28.000Z""",73,18,13,13828
1868452175829184952,tvg███o,What do Iza and Beyonce have in common besides being Divas Queens? 👑 Simply Nala 🤎 #Fantástico,"""2024-12-16T00:24:47.000Z""",136,4,17,9853
1868433705292779789,tvg███o,Closing #Melhoresdoano 2024 with Fábio Júnior on the stage of #Domingão ✨✨✨ I amoooo!,"""2024-12-15T23:11:23.000Z""",152,9,22,10194
1868434986052858133,tvg███o,This one makes the heart beaten even harder 🤍 #melhoresdoano #Sunday,"""2024-12-15T23:16:29.000Z""",466,15,58,18500
1868430586404086042,tvg███o,"Hey, ôi ✈️✈️✈️ Who wants money ??? @Sbtonline Thanks for the pampering, amoree #melhoresdoano #Sunday","""2024-12-15T22:59:00.000Z""",1740,18,150,43252
1868420279451460022,tvg███o,"""Novela Actress"" 2024 is Andrea Beltrão ❤️ #Melhoresdoano #Domingão","""2024-12-15T22:18:02.000Z""",399,23,60,19688
1868395288479641651,tvg███o,She performs sheaaaaaaaaaaaaaaaaa i love live #melhoresdoano #Sunday,"""2024-12-15T20:38:44.000Z""",151,4,20,9038
1868393371951038934,tvg███o,@ivetesangalo saying that @simonemendes is all wet 🗣️🗣️🗣️🗣️🗣️🗣️ #Melhoresdoano #Domingão,"""2024-12-15T20:31:07.000Z""",163,8,30,8633
1868090128742158682,tvg███o,Mércia looking like a teenager 🗣️🗣️🗣️🗣️ I can't take it #maniadevocê,"""2024-12-15T00:26:08.000Z""",156,5,11,10678
1868299358782799883,CNN███sil███,Lula has discharge this Sunday (15),"""2024-12-15T14:17:33.000Z""",847,193,71,23155
1868221616007917686,CNN███sil███,"By @miguenicoolelis: the multiple hurricanes that are sweeping the ""American Dream"" of the map","""2024-12-15T09:08:37.000Z""",154,29,40,18057
1868437179434770918,tvg███o,Jeez how it sings this chay 😂😂😂 #melhoresdoano #Sunday,"""2024-12-15T23:25:12.000Z""",325,9,41,13861
1868405190631526691,tvg███o,The @fabioporchat Póbi 🤣🤣🤣 #Melhoresdoano #Domingão,"""2024-12-15T21:18:05.000Z""",196,5,18,19291
1868399845632794880,tvg███o,Speech from our eternal lupita 🤏 @daphnebozaski you are increditeeeeeeeeeeeeel !!! #Belhoresdoano #Domingão,"""2024-12-15T20:56:51.000Z""",168,16,29,9901
1868400643519508537,tvg███o,"It's deleeee 🤩 Vladimir Brichta took the ""Supporting Actor"" award ""🤍🤍🤍 #Melhoresdoano #Domingão","""2024-12-15T21:00:01.000Z""",362,3,37,12778
1868429125200777694,tvg███o,"What a honor, what a historic day !!! 🥹🥹🥹 Patricia Abravanel representing @sbtonline on the #Domingão 🫶 #","""2024-12-15T22:53:11.000Z""",2072,19,188,50637
1868392399963066582,tvg███o,"Aiiii Coleguinha 😩 In this one suffers even who is not suffering ... what a voceirão is this, @simonemendes mimã? 🥵🤍 #Myelhoresdoano #Domingão","""2024-12-15T20:27:15.000Z""",159,8,31,11001
1868386704165392720,tvg███o,"In addition to a journalist, singeraaaaaa 😱 @karinealves_tv what a beautiful voice is this one that was hiding, huhnnn? Maybe it does live 🤌 #melhoresdoano #Sunday","""2024-12-15T20:04:37.000Z""",553,14,38,23858
1868385958770717047,tvg███o,"Karine Alves took the ""Sports Professional"" of #Melhoresdoano 2024 🏆✨ She deserved this recognition too much !!! #Sunday","""2024-12-15T20:01:40.000Z""",213,16,21,17733
1868424825582026967,tvg███o,"Kiss of Chay to you, class 💋 #Melhoresdoano #Domingão","""2024-12-15T22:36:06.000Z""",241,11,51,13200
