comment_text,commenter_user_name,comment_id,date_created,num_likes,num_replies,comment
โอวัลตินปกติว่าอร่อยแล้วไมโลโรงเรียนนี้สุดๆ,⋆sh███w⋆,7333933525668709122,"""2024-02-10T11:28:06.000Z""",0,0,Ovaltine is usually delicious. Milo is extremely active.
ไมโลโรงเรียนอร่อยสุด😔,𓆝���███𓆞,7334140288845677330,"""2024-02-11T00:50:23.000Z""",0,0,"Milo, the most delicious school 😔"
ดีมอลล์,★,7347887099556741895,"""2024-03-19T01:54:52.000Z""",0,0,Del Mall
ตอนนี้ดีมอลกะป๋องคือที่1😄😄😄,ภัท███ ลล███,7334061256107623175,"""2024-02-10T19:43:35.000Z""",0,0,Now Dong Pao is at 1😄😄😄
เราชอบไมโล แต่โอวัลตินก็อร่อย มีหลายสูตรมากกว่าไมโล,mha███i,7333969974283371272,"""2024-02-10T13:49:18.000Z""",0,0,"I like Milo, but Ovaltine is delicious. There are more formulas than Milo."
ทีมไมโลคะ♥,𝐇���███���𝐍███۶ৎ ███,7333893543662879493,"""2024-02-10T08:52:54.000Z""",4,2,Milo team ♥
ไมโลอร่อยกว่าโอนะตินอีก,ปาร███ีฮุ███,7334743052928992005,"""2024-02-12T15:49:24.000Z""",0,0,Milo is more delicious than Olitein.
แบบซอง-โอวันติน แบบกล่อง-ไมโล,ᴄɴᴛ,7347380285795533569,"""2024-03-17T17:08:20.000Z""",0,0,Sung-O One Tin Box-Milo style
ทีมไมโลค่ะ😍👍🏻,สีเ███ว,7336977943346594562,"""2024-02-18T16:21:59.000Z""",0,0,Milo team 😍👍🏻
ผมอยากเห็นไมโลรสต้มยำกุ้งคับ,Nis███nn,7334155340210340610,"""2024-02-11T01:49:03.000Z""",0,0,I want to see Milo Tom Yum Kung.
ไมโลอร่อยสุด โอวัลตินก็อร่อยแต่ไมโลอร่อยกว่าา,Nicha,7333975548362392327,"""2024-02-10T14:10:56.000Z""",0,0,"Milo is the most delicious. Ovaltine is delicious, but Malo is more delicious."
Been regularly buying the S&P 500 every month regardless for the last 2 years or so and still up 30%. Aug/Sept traditionally are poor months.,Gav███w,7411875346880135969,"""2024-09-07T12:21:54.000Z""",2,3,Been regularly buying the S&P 500 every month regardless for the last 2 years or so and still up 30%. Aug/Sept traditionally are poor months.
@Gabriel Rodrigues My choice,Ant███ycu███,7411697168254010118,"""2024-09-07T00:50:31.000Z""",0,0,@Gabriel Rodrigues My choice
So would you be covered if you held 80k?,use███821███740███,7420788419788079904,"""2024-10-01T12:49:26.000Z""",1,1,So would you be covered if you held 80k?
£15 a day is really good,$he,7420797535269061408,"""2024-10-01T13:24:36.000Z""",2,2,£15 a day is really good
There is no fscs protection on any of the money held in qmmfs unless your using cash isa,twi███dhd███,7420841250842411809,"""2024-10-01T16:14:12.000Z""",1,1,There is no fscs protection on any of the money held in qmmfs unless your using cash isa
"Hi, I saw under the VUSA “upcoming events” there is a dividend claiming to pay “$0.31”. Does this mean I get $0.31 for having bought in it or is it $0.31 per share that I own in the VUSA? Thanks",.,7446727234549449505,"""2024-12-10T10:25:40.000Z""",0,1,"Hi, I saw under the VUSA “upcoming events” there is a dividend claiming to pay “$0.31”. Does this mean I get $0.31 for having bought in it or is it $0.31 per share that I own in the VUSA? Thanks"
we need a nice big green day,Tom███Per███al █████████,7413056336727163681,"""2024-09-10T16:44:49.000Z""",1,2,we need a nice big green day
scam?dm for help@Digital Hacker,Eri███Mir███a,7397852304063693574,"""2024-07-31T17:25:21.000Z""",0,0,scam?dm for help@Digital Hacker
No regrets!! Reach out Rosabella winscoin...y'all can thank me later 😁 with the perfect side hustle tips@ROSEBELLA WINSCOIN,FFA███ngs███,7417976950586966789,"""2024-09-23T22:59:17.000Z""",0,0,No regrets!! Reach out Rosabella winscoin...y'all can thank me later 😁 with the perfect side hustle tips@ROSEBELLA WINSCOIN
😂,mepz,7421918890030433057,"""2024-10-04T13:56:06.000Z""",3,2,😂
😆 am in again as well we rid,Man███et,7420934738061706017,"""2024-10-01T22:17:06.000Z""",2,1,😆 am in again as well we rid
"My $300 turned into $11,500, Interested in crypto trading, but don't know how to trade, and you need trading guidance contact @Melissa Mariana",Tho███pat███,7420986485837939461,"""2024-10-02T01:37:53.000Z""",0,0,"My $300 turned into $11,500, Interested in crypto trading, but don't know how to trade, and you need trading guidance contact @Melissa Mariana"
Why did u buy high bro 😭😭😭 buy low it’s so easy,jon███cla███rs,7402599534198047520,"""2024-08-13T12:27:08.000Z""",2,1,Why did u buy high bro 😭😭😭 buy low it’s so easy
you can look in your history to see your realised gains,Chr███Cla███,7402605956956554016,"""2024-08-13T12:52:00.000Z""",1,1,you can look in your history to see your realised gains
I wish Trading212 had an option to show deposited balance on the graph,Bad███.54███,7402618052842160928,"""2024-08-13T13:38:59.000Z""",0,1,I wish Trading212 had an option to show deposited balance on the graph
can i have a tenner,Reh███,7404957445930353441,"""2024-08-19T20:56:58.000Z""",1,3,can i have a tenner
I was fascinated by your profile,tgo███547███,7437450110450434848,"""2024-11-15T10:25:16.000Z""",4,1,I was fascinated by your profile
RO,Wat███elo███,7438016221385769760,"""2024-11-16T23:01:56.000Z""",1,0,RO
great,Den███ Sl███r,7437920290002404128,"""2024-11-16T16:49:34.000Z""",1,0,great
😁,bea███ntw███el,7437623449205801761,"""2024-11-15T21:37:54.000Z""",0,0,😁
😁,Mst███nni███,7437579235030254369,"""2024-11-15T18:46:07.000Z""",0,0,😁
😁,Idh███jbd███ge,7437371890433426208,"""2024-11-15T05:21:58.000Z""",0,0,😁
"Luxury goods manufacturers, brand bags, jewelry, sports shoes and watches provide original quality products, looking for agents, please click on my home page link to contact me to buy.",Chi███man███ctu██████,7438215861537096481,"""2024-11-17T11:56:54.000Z""",2,1,"Luxury goods manufacturers, brand bags, jewelry, sports shoes and watches provide original quality products, looking for agents, please click on my home page link to contact me to buy."
"“🚀 Let’s Make This Trend Together!
I just dropped a post celebrating the power of teamwork—and I need YOU to help it grow!
👉 Love fresh, inspiring content? Like, comment, and follow to keep the energy alive.
Together, we can boost this to the next level. Let’s show what collaboration can achieve! 💪✨
#Teamwork #ViralGoals #SupportCreators #TikTokCommunity",Ran███z,7438043085030703905,"""2024-11-17T00:46:22.000Z""",0,0,"“🚀 Let’s Make This Trend Together!
I just dropped a post celebrating the power of teamwork—and I need YOU to help it grow!
👉 Love fresh, inspiring content? Like, comment, and follow to keep the energy alive.
Together, we can boost this to the next level. Let’s show what collaboration can achieve! 💪✨
#Teamwork #ViralGoals #SupportCreators #TikTokCommunity"
โอวันตินหวาน ไมโลหอมมัน,หมก,7333966088055800584,"""2024-02-10T13:34:17.000Z""",2,0,"Owan Tin is sweet, Milo, fragrant."
ไมโลอร่อยนะเเต่เพราะหลอดกระดาษทำให้ไม่อร่อย,Han,7336948248542642951,"""2024-02-18T14:26:32.000Z""",1,0,"Milo is delicious, but because the paper tube makes it not tasty."
ส่วนตัวผมว่าไมโลอร่อยสุดรสชาติมันไม่เหมือนเจ้าอื่นๆ,เอล███สาย███ลท์███,7333917955791274753,"""2024-02-10T10:27:41.000Z""",1,0,"Personally, I think Milo is the most delicious. The taste is not like other people."
ไมโลอร่อยสุด,Foo███ll_███yli███,7333923801068995335,"""2024-02-10T10:50:07.000Z""",0,0,Milo is the most delicious.
"เสียงพี่คุ้นๆนะครับ
ใช่ปวดหลัง gaming ปะครับ",緑茶���███,7334002232348377857,"""2024-02-10T15:54:38.000Z""",0,0,"The voice is familiar.
Yes, back pain. Gaming?"
รักโลก,Aomta,7349878072873239314,"""2024-03-24T11:30:30.000Z""",0,0,Love the world
ชอบทั้งสองงง,⠀,7333980416996819720,"""2024-02-10T14:29:49.000Z""",0,0,Like both
ไมโล,ไอ.███พี(███อบเ█████████ารฟ███,7353423788216566535,"""2024-04-03T00:00:10.000Z""",0,0,Milo
พี่ปวดหลังทำติ้กต้อกด้วยหรอครับ,Nan███wut███iyo██████,7334000111805481729,"""2024-02-10T15:46:33.000Z""",0,0,Do you have a back pain?
ส่วนตัว โอวันตินครับ ไมโลกินเเล้วปวดหัวทุกครั้งที่กิน(ส่วนตัวอย่าบู้บี้),2MT███rex███っ•ᴥ██████,7375788709595300625,"""2024-06-02T06:27:24.000Z""",0,0,"Personally, Owantin, Lokin, and headache every time you eat (Personally"
ผมขอบแป๊บขี่ครับ,P🍀,7333981974737175297,"""2024-02-10T14:36:06.000Z""",0,0,I border for a moment.
เสียงพี่เหมือนปวดหลังgamingเลยครับ,NON███,7333902357703918344,"""2024-02-10T09:27:02.000Z""",0,0,My voice is like a gaming back pain.
What happens if you try to put more than £20k in your t212 ISA? Does it warn you that you will pay tax or does it automatically insert the money in?,ijick,7441640264034501408,"""2024-11-26T17:25:03.000Z""",0,6,What happens if you try to put more than £20k in your t212 ISA? Does it warn you that you will pay tax or does it automatically insert the money in?
S&P up almost 1% today that's £1k you did not get....its less stressful staying invested. your not smarter than the market,Fol███_To███spi███,7423488115559826209,"""2024-10-08T19:25:28.000Z""",5,0,S&P up almost 1% today that's £1k you did not get....its less stressful staying invested. your not smarter than the market
"Maybe in maths, this is investing, parabolic moves are based on % return as in investing % return is what matters not what the stock chart looks like",dan███oak███,7398183201317815073,"""2024-08-01T14:49:22.000Z""",0,1,"Maybe in maths, this is investing, parabolic moves are based on % return as in investing % return is what matters not what the stock chart looks like"
Buy more amazon and google lmao,⁉️,7400420433965466401,"""2024-08-07T15:30:59.000Z""",0,3,Buy more amazon and google lmao
Why not diversify your portfolio to decrease these issues,X,7409035136736068385,"""2024-08-30T20:40:32.000Z""",2,5,Why not diversify your portfolio to decrease these issues
Use £10 of it for an haircut,ben███in1███,7439782254740964129,"""2024-11-21T17:15:07.000Z""",0,1,Use £10 of it for an haircut
"you’re looking for compounding interest, consider holding strong companies with solid earnings or consult advisors about stocks,forex and crypto . It’s worked for us and we’ve seen 80% growth.",Fre███nca███,7447079698328175378,"""2024-12-11T09:12:50.000Z""",0,0,"you’re looking for compounding interest, consider holding strong companies with solid earnings or consult advisors about stocks,forex and crypto . It’s worked for us and we’ve seen 80% growth."
"Hi, I’m thinking of putting £15,000 into the cash ISA. If I take some money out, let’s say £5000 will I lose the interest that I had previously gotten on that extra £5000 or will I keep it? Thanks 🙏",.,7431643005386343201,"""2024-10-30T18:50:35.000Z""",0,2,"Hi, I’m thinking of putting £15,000 into the cash ISA. If I take some money out, let’s say £5000 will I lose the interest that I had previously gotten on that extra £5000 or will I keep it? Thanks 🙏"
No regrets!! Reach out to James Richard ...y'all can thank me later 😁 with the perfect side hustle tips@JAMES RICHARD,vb,7396231908680827653,"""2024-07-27T08:38:09.000Z""",0,0,No regrets!! Reach out to James Richard ...y'all can thank me later 😁 with the perfect side hustle tips@JAMES RICHARD
Trading is the best way to make profit when you're investing with a reliable trader like🥰🥰@EARN DAILY FROM PASSIVE INCOME,Ste███n Z███ari███,7396122200859230982,"""2024-07-27T01:32:06.000Z""",0,0,Trading is the best way to make profit when you're investing with a reliable trader like🥰🥰@EARN DAILY FROM PASSIVE INCOME
"Bro on a side note, what do you do for work?",Bruh,7434673178796229409,"""2024-11-07T22:49:12.000Z""",1,4,"Bro on a side note, what do you do for work?"
💯👏,Fol███_To███spi███,7415912695075554081,"""2024-09-18T09:29:10.000Z""",0,0,💯👏
Huzzyear all the way to the moon🚀🚀,huz███ar2███,7443088469947745056,"""2024-11-30T15:05:04.000Z""",0,1,Huzzyear all the way to the moon🚀🚀
Dr can i get a tenner,Jon███an,7421337264838984480,"""2024-10-03T00:19:58.000Z""",3,5,Dr can i get a tenner
"They are , but they won’t let you take it right out , try it",Nic███ira███,7420707830603432736,"""2024-10-01T07:36:44.000Z""",0,1,"They are , but they won’t let you take it right out , try it"
Marathon digital racing up my good sir,zzz███jei███r,7414159625937421088,"""2024-09-13T16:06:12.000Z""",2,2,Marathon digital racing up my good sir
You know you’re tempted to press CFD and put it all in on a news event at a 1:20 leverage 😏😏,zzz███jei███r,7432020455928267552,"""2024-10-31T19:15:19.000Z""",0,1,You know you’re tempted to press CFD and put it all in on a news event at a 1:20 leverage 😏😏
😁,Len███ota███sea███,7437301538258158369,"""2024-11-15T00:49:47.000Z""",1,2,😁
🥰🥰🥰,Dan███Tho███526███,7437690204351316769,"""2024-11-16T01:57:20.000Z""",0,0,🥰🥰🥰
😳😳😳😳😳😳😳😳,pac███fe-███,7437639619246162721,"""2024-11-15T22:40:35.000Z""",0,0,😳😳😳😳😳😳😳😳
😁,Rab███hxj███h,7437611599354004257,"""2024-11-15T20:51:49.000Z""",0,0,😁
😁😁😁😁,Ism███15,7437350272899679009,"""2024-11-15T04:07:23.000Z""",0,0,😁😁😁😁
😁,Ra ey,7437270899144213280,"""2024-11-14T22:49:56.000Z""",0,0,😁
Have an amazing day hope you’re okay and well,len███,7437919951497511713,"""2024-11-16T16:48:30.000Z""",1,0,Have an amazing day hope you’re okay and well
Years of US quantitative easing now coming to end in 2024. Possible correction on the way. Just be careful. Warren B selling up.,Sha███F,7375642057795584801,"""2024-06-01T20:58:37.000Z""",1,1,Years of US quantitative easing now coming to end in 2024. Possible correction on the way. Just be careful. Warren B selling up.
ชอบไมโลแต่ไม่ชอบหลอดไมโล,รีหู,7333856109767426824,"""2024-02-10T06:27:26.000Z""",10,0,I like Milo but don't like Milo tubes.
โอวัลตินอร่อยตอนมาโรงเรียนนะเราได้ตั้ง2แล้วฟินฟุดๆ,ไอ่███'😾███,7333937736476869382,"""2024-02-10T11:44:17.000Z""",2,0,Ovaltine is delicious when coming to school. We have set 2 and enjoy.
ไมโลจะอร่อยกว่าท่าเอาหลอด4แฉกกลับมา😂,Jerry,7333901787969372935,"""2024-02-10T09:24:41.000Z""",1,0,Milo will be more delicious than the 4 -pointed tube.
ชอบไมโล,วัน███คุณ███มไฟ█████████,7333933276497593090,"""2024-02-10T11:27:05.000Z""",0,0,Like Milo
ทุกคนชอบไมร์โลกับโอวัลติน,use███u6y███t8,7333929678455259911,"""2024-02-10T11:48:52.000Z""",0,0,Everyone likes Mirlo and Ovaltine.
ทีอินวันโอวันตินกินขาด,Sai███Nat███Far███,7333947673828213522,"""2024-02-10T12:22:50.000Z""",0,0,T -on Owawanin is absent.
แคมปัส,Sisiu,7333964200492303122,"""2024-02-10T13:26:52.000Z""",0,0,Campus
ดีมอล โว้ย,มหา███ุษ,7333966089980674823,"""2024-02-10T13:34:15.000Z""",0,0,Dear
โอวัลตินอร่อยกว่าเพราะรู้สึกว่ามันเข้มข้นกว่าไมโล,ig.███.x_███yy���██████,7334139504476963586,"""2024-02-11T00:47:37.000Z""",0,0,Ovaltine is more delicious because it feels more intense than Milo.
มอลหน่ยครับ,Cas███ub���███,7363891922215977736,"""2024-05-01T05:01:46.000Z""",0,0,Mall
เลือกไม่ถูกเพราะไอติชมไมโลก็อร่อยโอวัลตินชงก็อร่อย🥹🥲,☘︎✝███𝐎���███𝐘✝██████,7333986562273149703,"""2024-02-10T14:53:40.000Z""",0,0,I can't choose because the Milo item is delicious. Ovaltine Chong is delicious 🥹🥲
🥰🥰🥰,xqs93,7334000793978635009,"""2024-02-10T15:49:07.000Z""",0,0,🥰🥰🥰
ชอบโอวัลติน,can███21,7333936666639532805,"""2024-02-10T11:40:07.000Z""",0,0,Like Ovaltine
ดีมอล,เด็███ียน███ทุก█████████���🥰███,7365696939113399047,"""2024-05-06T01:46:13.000Z""",0,0,Damul
ส่วนตัวมองว่าอร่อยทั้งคู่ แต่เชียร์โอวัลตินมากกว่า,兰江,7333890374698386184,"""2024-02-10T08:40:28.000Z""",2,0,"Personally, both of them are delicious. But cheering more than Ovaltine"
เราชอบไมโลมากกว่าเหมือนมีความเป็นนมเยอะกว่า,Cwrzq,7333989338423952135,"""2024-02-10T15:04:25.000Z""",1,0,I like Milo more than having a lot of milk.
เอาหลอด5รูมาาาาา,bob███aja███,7346651660116034305,"""2024-03-15T18:00:51.000Z""",0,0,Take 5 holes.
Bank holiday!,min███aur███,7410081202025218849,"""2024-09-02T16:19:41.000Z""",1,1,Bank holiday!
In my portfolio I hold 60% s&p ans ftse world 40% and I am aware of the over lap but the returns work out better for me,Qas███Zaf███,7381426839455646496,"""2024-06-17T11:06:30.000Z""",1,1,In my portfolio I hold 60% s&p ans ftse world 40% and I am aware of the over lap but the returns work out better for me
is that index halal,alk███id,7402280845917078305,"""2024-08-12T15:50:25.000Z""",0,3,is that index halal
"I'm earning over $32k weekly basis,I had no idea in trading, all this was handled through the help of an expert in trading Dm him @Brighton Tyrone",wob███wjk███,7402361367137223430,"""2024-08-12T21:02:50.000Z""",0,0,"I'm earning over $32k weekly basis,I had no idea in trading, all this was handled through the help of an expert in trading Dm him @Brighton Tyrone"
good luck 👍....,Dan███Byr███,7420425448008221473,"""2024-09-30T13:20:46.000Z""",2,2,good luck 👍....
Want to lend me 500 bro,Cm,7420433919739675424,"""2024-09-30T13:53:40.000Z""",4,3,Want to lend me 500 bro
"Now that you can hold and fund multiple ISAs in the same financial year, did you just keep or close the InvestEngine one?",Raj███azu███r,7420553147884929824,"""2024-09-30T21:36:19.000Z""",2,3,"Now that you can hold and fund multiple ISAs in the same financial year, did you just keep or close the InvestEngine one?"
"| traded $2000 with @sophie_fischer.1 have earned over $30,000 and more still coming. Thanks you for your honesty and good work @Olivia",Bec███ey,7420581840358441734,"""2024-09-30T23:27:36.000Z""",0,0,"| traded $2000 with @sophie_fischer.1 have earned over $30,000 and more still coming. Thanks you for your honesty and good work @Olivia"
"You’ve lost me here. 44k in an ISA so minimum time you’ve been investing is 2 years. 2 years ago shares were around £80 and the further back in time you go the lower the price, yet no profit.",Jacob,7374488458302423840,"""2024-05-29T18:21:59.000Z""",1,1,"You’ve lost me here. 44k in an ISA so minimum time you’ve been investing is 2 years. 2 years ago shares were around £80 and the further back in time you go the lower the price, yet no profit."
I've diversified between 5 ETF's in a pie on trading 212 & then have 20 single stocks at 1% each. I feel like that really spreads the risk but lets me invest in companies that I feel will do well,har███cca███y0,7374495551402951456,"""2024-05-29T18:49:26.000Z""",1,1,I've diversified between 5 ETF's in a pie on trading 212 & then have 20 single stocks at 1% each. I feel like that really spreads the risk but lets me invest in companies that I feel will do well
what do u expect this index to do for u in one year u ecpections,Guy███iee███,7375672954832864032,"""2024-06-01T22:58:27.000Z""",1,4,what do u expect this index to do for u in one year u ecpections
Halalified 🤣🤣🤣🤣,zzz███jei███r,7421533794627453728,"""2024-10-03T13:01:47.000Z""",1,0,Halalified 🤣🤣🤣🤣
why have multiple portfolios on different platforms..?,Dan███Byr███,7387723151680258848,"""2024-07-04T10:19:41.000Z""",0,0,why have multiple portfolios on different platforms..?
if U want daily payout it's better to do the t212 cash ISA which is 5.1% per day. the dividends one doesn't come close to that,jim███21,7434590734923203361,"""2024-11-07T17:29:15.000Z""",32,4,if U want daily payout it's better to do the t212 cash ISA which is 5.1% per day. the dividends one doesn't come close to that
can i do this without gaining any interest,ahl███tre███com███,7427845060614783777,"""2024-10-20T13:12:39.000Z""",2,10,can i do this without gaining any interest
I’ve had this for a year now and I’m up to about £20 a month in dividends. Hoping to get to a point where it’s self funding on a monthly basis,Dav███ Gy███our██████,7435967160847876897,"""2024-11-11T10:30:44.000Z""",1,2,I’ve had this for a year now and I’m up to about £20 a month in dividends. Hoping to get to a point where it’s self funding on a monthly basis
Glad I put mine in an isa at 5.5 for two years,use███807███655███,7411607086180074273,"""2024-09-06T19:00:55.000Z""",2,3,Glad I put mine in an isa at 5.5 for two years
この動画はまさに知識のファーストフードで、便利で栄養価も高いです！🍔🧠,▶投資███,7372019419000341256,"""2024-05-23T02:40:37.000Z""",0,0,"This video is truly knowledgeable fast food, convenient and nutritious! 🍔🧠"
£8.77 return since you opened to ISA account,int███et ███con█████████,7419793884488319777,"""2024-09-28T20:29:52.000Z""",0,2,£8.77 return since you opened to ISA account
Dm@Austin_scott_trade,Joh███arv███,7419957806239793926,"""2024-09-29T07:06:09.000Z""",1,0,Dm@Austin_scott_trade
how much commission do you get for this???,FH,7380414842584941344,"""2024-06-14T17:39:22.000Z""",1,1,how much commission do you get for this???
what have you put it in,reza,7405297249909785377,"""2024-08-20T18:55:32.000Z""",2,6,what have you put it in
Imagine if you went all in on AMD,⁉️,7404962213222040352,"""2024-08-19T21:15:27.000Z""",2,4,Imagine if you went all in on AMD
StrongBuy #SAE #SimecAtlantisEnergy,Hid███GEM███ec,7404978764855657248,"""2024-08-19T22:19:39.000Z""",0,0,StrongBuy #SAE #SimecAtlantisEnergy
😂,tho███ryp███,7445393149101032198,"""2024-12-06T20:08:19.000Z""",0,0,😂
Why you using the invest account and not the ISA?,jon███cla███rs,7383254547714507553,"""2024-06-22T09:18:56.000Z""",0,2,Why you using the invest account and not the ISA?
it's lanoit day holiday,Fol███_To███spi███,7410063708149744416,"""2024-09-02T15:11:48.000Z""",1,0,it's lanoit day holiday
Thought you can only invest a maximum 20k every year,Ben,7402285709023822624,"""2024-08-12T16:09:13.000Z""",2,3,Thought you can only invest a maximum 20k every year
What’s the app that you’re using?,use███180███185██████,7432793219739468576,"""2024-11-02T21:13:56.000Z""",1,1,What’s the app that you’re using?
DCA?,Ꮤ⃝,7439893713592468257,"""2024-11-22T00:28:27.000Z""",0,1,DCA?
"You can get up to £100 free if you’re new to Trading 212, which is a nice little head start 😊 use my code when you sign up! Code: 19BGFMeKCx 😄 Much appreciated if you use it! 🙏🏻",Raw,7430488017159439136,"""2024-10-27T16:08:37.000Z""",0,0,"You can get up to £100 free if you’re new to Trading 212, which is a nice little head start 😊 use my code when you sign up! Code: 19BGFMeKCx 😄 Much appreciated if you use it! 🙏🏻"
It’ll be slightly longer as you have 44k invested not 40k. Do you not think by entering the market with your full allowance is risky? Especially Considering your prior losses,Jacob,7374512872879129377,"""2024-05-29T19:56:34.000Z""",1,5,It’ll be slightly longer as you have 44k invested not 40k. Do you not think by entering the market with your full allowance is risky? Especially Considering your prior losses
Believe the process is 100% legit I just got my financial freedom @Derick jones,Mel███a K███edy███,7428175808161153797,"""2024-10-21T11:29:54.000Z""",1,1,Believe the process is 100% legit I just got my financial freedom @Derick jones
jubair is a Muslim name,Fol███_To███spi███,7421556924690383648,"""2024-10-03T14:31:27.000Z""",2,0,jubair is a Muslim name
Give me a tenner please 🙏 😂,gra███tul███,7405359350799663904,"""2024-08-20T22:56:39.000Z""",0,4,Give me a tenner please 🙏 😂
What are your thoughts on the almost daily dividend pie for uk residents?,Flo███_fl███,7444934436133454624,"""2024-12-05T14:28:23.000Z""",0,2,What are your thoughts on the almost daily dividend pie for uk residents?
I don't know why I have 6 different accents in this video 😂,Dr.███air███nan███,7374516091857912608,"""2024-05-29T20:09:11.000Z""",1,0,I don't know why I have 6 different accents in this video 😂
Are you concerned about having your phone stolen and trading 212 account hacked?,Sam███,7400828190401282849,"""2024-08-08T17:53:21.000Z""",0,1,Are you concerned about having your phone stolen and trading 212 account hacked?
Can you only make 20K on Trading 212 ???,Sco███gca███,7394903538525274913,"""2024-07-23T18:43:01.000Z""",1,4,Can you only make 20K on Trading 212 ???
"I’ve been with this pie for few months now, have about £4K in and it’s up to £4.5k and getting about £3-5 a month from dividends as of right now",Maks,7428075091290374945,"""2024-10-21T04:05:56.000Z""",6,4,"I’ve been with this pie for few months now, have about £4K in and it’s up to £4.5k and getting about £3-5 a month from dividends as of right now"
Mines down 200 now after been up 100 last week,Koa███e_f███_ou█████████,7411396350472700705,"""2024-09-06T05:23:29.000Z""",2,3,Mines down 200 now after been up 100 last week
Whats a good ftse etf?,Jack,7419780418369946400,"""2024-09-28T19:37:43.000Z""",0,1,Whats a good ftse etf?
Dm@Austin_scott_trade,gle███fra███,7419968607239799558,"""2024-09-29T07:48:06.000Z""",0,0,Dm@Austin_scott_trade
Really great video!,Lyr███art███op,7382664037370594080,"""2024-06-20T19:07:17.000Z""",1,1,Really great video!
he's the best. @NAYLOR ANDERSON TRADES,Edw███ To███,7396795992034706182,"""2024-07-28T21:07:06.000Z""",0,0,he's the best. @NAYLOR ANDERSON TRADES
Why do you invest into the ishares one?,.,7437146413500285728,"""2024-11-14T14:46:38.000Z""",1,0,Why do you invest into the ishares one?
Define unrealised,raf,7416439514506478369,"""2024-09-19T19:33:14.000Z""",0,0,Define unrealised
I'm overwhelmed with joy now. I can. now pay my bills and take care of my family Thanks@Nancy Curtis,Sus███Dan███s,7410913349733630725,"""2024-09-04T22:08:56.000Z""",0,0,I'm overwhelmed with joy now. I can. now pay my bills and take care of my family Thanks@Nancy Curtis
nice one m8,Mar███ Fi███cia█████████r,7387841881803309857,"""2024-07-04T18:00:14.000Z""",1,1,nice one m8
Labour day,Adez,7410073529839141665,"""2024-09-02T15:49:56.000Z""",2,1,Labour day
Learn forex mate,Jmi███,7411220735421612833,"""2024-09-05T18:01:47.000Z""",1,2,Learn forex mate
@Gabriel Rodrigues Is the best.,sha███lor███,7403332851730612997,"""2024-08-15T11:52:42.000Z""",0,0,@Gabriel Rodrigues Is the best.
Didn’t think you could deposit more than 20k into an ISA over a year?,Sea███all███k,7420444817777460001,"""2024-09-30T14:35:53.000Z""",6,10,Didn’t think you could deposit more than 20k into an ISA over a year?
Good for you,jjt███er8███,7443084816373367584,"""2024-11-30T14:50:57.000Z""",0,0,Good for you
Most you can do a day is 7k so that’s why the markets move so slow,Kei███O C███or,7420508734763746080,"""2024-09-30T18:43:52.000Z""",1,5,Most you can do a day is 7k so that’s why the markets move so slow
I’m a short term trader but I’ve but I’ve been trading in wrong account. I’ve been trading in the stocks and shares isa account on trading 212. Are they any repercussions?,use███me1███34,7380103858436031264,"""2024-06-13T21:32:44.000Z""",1,1,I’m a short term trader but I’ve but I’ve been trading in wrong account. I’ve been trading in the stocks and shares isa account on trading 212. Are they any repercussions?
what's the point of investing £10 per day vs £70/week?,Neu███ive███Ant█████████),7428542753027588897,"""2024-10-22T10:20:10.000Z""",1,2,what's the point of investing £10 per day vs £70/week?
Thank you for this video and the beginning of video was perfect,⠀⠀ ███ ⠀s███,7421488870934971168,"""2024-10-03T10:07:34.000Z""",2,2,Thank you for this video and the beginning of video was perfect
What’s the best etf’s in a stock ISA. Can you give us a rundown of them?,Rom███Fra███sco███,7405608838084789024,"""2024-08-21T15:04:42.000Z""",0,3,What’s the best etf’s in a stock ISA. Can you give us a rundown of them?
im super new to trading but i never understood this that why someone should put their money for a whole year for a stock that only gives 2% i know that the stock price will go up as well but....,DOO███Tv,7427877045151925025,"""2024-10-20T15:16:51.000Z""",3,3,im super new to trading but i never understood this that why someone should put their money for a whole year for a stock that only gives 2% i know that the stock price will go up as well but....
how long it take to receive free shares from ur code?,hay███,7441348028911108897,"""2024-11-25T22:31:12.000Z""",1,1,how long it take to receive free shares from ur code?
Hahahaha £600 down 😂,geo███.th███cco█████████,7375445129715614497,"""2024-06-01T08:14:32.000Z""",0,2,Hahahaha £600 down 😂
Bro you needa sort that moustache out,Nunya,7380362469107925792,"""2024-06-14T14:16:17.000Z""",2,1,Bro you needa sort that moustache out
"Hi, I have just started using it, why does it not buy straightaway like other companies?",RR,7440208880401187617,"""2024-11-22T20:50:37.000Z""",0,1,"Hi, I have just started using it, why does it not buy straightaway like other companies?"
brother you need to create a discord/telegram just showing what you do and when,tahir,7440332230906331936,"""2024-11-23T04:51:52.000Z""",2,1,brother you need to create a discord/telegram just showing what you do and when
It’s a debit card. It’s not special,Tik███1ee███,7380033453133841185,"""2024-06-13T16:59:22.000Z""",0,1,It’s a debit card. It’s not special
time to buy Nvidia maybe..?,Dan███Byr███,7410849930484597536,"""2024-09-04T18:02:46.000Z""",1,2,time to buy Nvidia maybe..?
investing is long term so why bother with daily updates........😏,Fol███_To███spi███,7410471385384551201,"""2024-09-03T17:33:52.000Z""",3,1,investing is long term so why bother with daily updates........😏
