user_id,comment_text,date_created,num_likes,num_replies,source
pix███nov███nam███,Crack,"""2024-12-11T09:32:14.000Z""",0,0,tiktok
de_███us_███ery███,@theresa_neequaye,2024-03-29T14:25:26.000Z,2,1,instagram
100063578140649,So thankful for you all. Wish we would have gotten pics of remote working crew! ❤️❤️❤️,"""2022-09-16T19:57:24.000Z""",0,0,facebook
pfbid0P5XczQZZC1Y2iJRKHwkNmHqz8d8szkWExBrQ2EVCLsLTkWNHkXYCcvPbBiNfTZhtl,Niko & Nash!,"""2024-08-27T01:54:49.000Z""",0,0,facebook
F1,"A strong final season at the Scuderia for Sainz 🏆 🏆 

#F1","""2024-12-15T13:16:00.000Z""",9263,91,twitter
pfbid0JMXCQPDDbCYPwQjTyDQt1dRsAFiwQpyMZvGUNGfA6FqgLXs4d5TLjGVX3JBaZ2XNl,"We are thrilled to have Todd Chambers back on the Chief Outsiders team.  He is a seasoned CMO seamlessly working with clients to deliver outcomes. 
#leadership #transformation #growth","""2024-08-11T12:56:02.000Z""",0,0,facebook
luz███lva███,Hungry Spirit Kkkkk,2024-10-31T18:56:14.000Z,1,1,instagram
pfbid02Q7hit6AK8drxx2A3xeDkEUBk5wkbYM45L8YEStf4jQE6dmVa7uFP7aVADnm4zNSsl,Dm is not texting?,"""2024-01-12T14:52:05.000Z""",0,1,facebook
pfbid0pq5yfKxTQxybZT5eQ61ZRT2d358edoGjHuBuvtZKHrRhoiyL3GzDZs81cJ1PsRmql,Demmie Sablan Pagarao Lol,"""2024-01-12T13:16:41.000Z""",0,3,facebook
pix███nov███nam███,Aaaaaaaa,"""2024-12-11T09:28:50.000Z""",0,0,tiktok
bor███gui███,ARRIVE LOGOOOO 🇮🇱,2024-05-08T23:26:22.000Z,1,1,instagram
noo███dee███awa██████,❤️❤️❤️top 🔥🔥,2024-07-02T07:34:52.000Z,1,1,instagram
Bar███ysW███,"From the spot! 🫡

Fowler remains cool for @ManCityWomen 

#BarclaysWSL","""2024-12-15T14:18:58.000Z""",192,3,twitter
กนก███นทอ███,Milo No1 is delicious 👍,"""2024-02-10T17:47:15.000Z""",0,0,tiktok
100010275123436,F*** AT&T but this commercial is FIRE,"""2023-05-09T03:02:58.000Z""",0,0,facebook
pfbid05fE4fXWUr3krt4y1Y1W49nFU2HNF4QVC5Z6FqmeY86JLJ1LuKyxP1hDhYsM3h2AWl,"70 million plus current and former users personal info including SS#s now in the Dark Web.  Nice work, good protection.  👍 waiting for we're sorry statements to start flowing from the mouths of PR staff.","""2024-03-31T22:49:01.000Z""",0,0,facebook
nyp███,Trendy NYC neighborhood invaded by ‘Greenpoint Stink’ — and locals have savage take on promise it’ll soon smell better: ‘Biggest bulls–t’,"""2024-12-15T18:15:53.000Z""",28,8,twitter
Tru███edi███3,"He is really a slave from the three surnames.
#Gu Ailing","""2024-01-15T00:12:05.000Z""",1454,411,twitter
ama███ck,Thanks for taking me along for my 2nd time (with your pics),2022-06-02T09:16:02.000Z,1,1,instagram
CNN███sil███,The Union Attorney General said that Walter Braga Netto's pre-trial detention avoids interference in the investigation that investigates the coup plan after the 2022 election results. The general was arrested on Saturday morning (14).  #CNNBRASIL,"""2024-12-15T00:01:01.000Z""",169,83,twitter
Rep███i,"President Biden has the power to enshrine gender equality in the Constitution before he leaves office. All he needs to do is sign it.

I spoke with @WashingtonPost about my push with @RepPressley urging @POTUS to #PublishTheERA ⬇️","""2024-12-15T16:47:32.000Z""",20,5,twitter
S_o███s,I was down 20%,"""2024-08-13T08:21:40.000Z""",0,0,tiktok
tvg███o,"Hey, ôi ✈️✈️✈️ Who wants money ??? @Sbtonline Thanks for the pampering, amoree #melhoresdoano #Sunday","""2024-12-15T22:59:00.000Z""",1740,18,twitter
WWE,"HISTORY. 

@ImChelseaGreen is the first-ever Women's United States Champion! 🇺🇸

#SNME","""2024-12-15T02:27:40.000Z""",35883,888,twitter
rs4███,Is S&P500 VUSA and VWRL 50|50 good?,"""2024-06-05T23:08:02.000Z""",1,1,tiktok
dar███ose███ol,@noa.olivia.amar so happy you’re my sister 💕,2024-11-14T23:10:53.000Z,1,1,instagram
ham███has███has███,😍😍,2022-01-25T12:36:21.000Z,1,1,instagram
pre███rle███e,⏰ @LCFC have earned points from goals scored in the 90th minute or later three times this season!,"""2024-12-09T07:50:08.000Z""",7491,136,twitter
Ism███15,😁😁😁😁,"""2024-11-15T04:07:23.000Z""",0,0,tiktok
pfbid02uxgaLNi9nfR3aH4j3Mp7emcnHDzPSLdh75LcVVJvQJ9j2Sv4kSbhx1tJqTbpaxH7l,Scam artist at their finest! I’ve been fighting with these scammers for the last three months! If I had an option to leave this horrible company I would! Nobody speaks English and nobody knows what the hell is going on! This company by far the WORST PHONE COMPANY EVER!!!,"""2023-06-09T15:41:58.000Z""",0,0,facebook
Tho███pat███,"My $300 turned into $11,500, Interested in crypto trading, but don't know how to trade, and you need trading guidance contact @Melissa Mariana","""2024-10-02T01:37:53.000Z""",0,0,tiktok
Cel███FC,"FT: Celtic 3-3 Rangers.

We're headed to extra-time.

#CELRAN | #PremierSportsCup | #CelticFC🍀","""2024-12-15T17:31:15.000Z""",244,105,twitter
ser███mad███,@edMondoa_ @YaWoGBEDA @AFOLEY,2024-04-23T17:13:36.000Z,3,2,instagram
Jay███rdt███,What 212 isn’t protected? What about money in the 212 cash isa?,"""2024-09-18T06:54:00.000Z""",0,1,tiktok
Tom███Per███al █████████,we need a nice big green day,"""2024-09-10T16:44:49.000Z""",1,2,tiktok
100078731670196,Why will the NDC sign this nonsense,"""2024-11-28T16:24:38.000Z""",0,1,facebook
pfbid02u43VpgvnKFPV6BqMX43QzZtG646urwXeVj8dWAoNsH96FSpV5YyCS6P9oFcE7bHAl,Thanks for the rate increases.,"""2024-01-25T21:05:17.000Z""",0,0,facebook
hat███and███3 o██████,"Hi dr.jubairsfinance, I didn’t declare my money and I am laundering it all and not paying a penny in tax. Will banks report me when I apply for a mortgage?","""2024-10-01T00:21:24.000Z""",1,5,tiktok
pfbid0fTz3YE28ntf9LujPh1H1U1Z8QPT8sfE1xY589twy4fsaz2uiUPrzZP6bsCPH2DWFl,John mahama,"""2024-11-28T15:16:46.000Z""",0,0,facebook
Ali███Kha███,Thanks for making a video on my comment,"""2024-11-23T01:09:55.000Z""",1,1,tiktok
pfbid0SqQKgjFwHpiKAVdCiM9VxgxnPzcY7dkxEBufxrThcmbzRMjT1fpdsyKxrPjhgprXl,👏🏾,"""2022-12-04T20:01:59.000Z""",0,0,facebook
100004709924278,Put NewsMax!! back on Direct TV 📺,"""2023-02-05T00:01:39.000Z""",0,0,facebook
use███ope███,"Just signed up, course looks amazing.","""2024-11-12T19:16:31.000Z""",6,1,tiktok
lau███abr███,"You have to be very nice beautiful, enjoy it to the maximum 😍🌈🙏🌻❤❤",2022-11-12T19:01:58.000Z,1,1,instagram
haj███ild███,Mean @alex_albon 🙄😋,2024-10-24T13:17:16.000Z,0,1,instagram
Bar███ysW███,"Yanez had to be alert as Gabby George sent an inviting cross into the box 🧤

#BarclaysWSL @cpfc_w","""2024-12-15T14:16:11.000Z""",60,1,twitter
ala███meh███an,😍😍😍,2024-07-04T12:43:35.000Z,1,1,instagram
non███ens███vie███,"My understanding is that ‘uninvested cash’ earning T212 interest IS FSCS protected, just as is every stock position (eg. S&P500 shares), up to the value of £85,000 per account","""2024-10-03T09:54:44.000Z""",2,7,tiktok
pfbid02TE7oGtyzoGuDof9j9yUGrYazjTUqXEdLVjFEN93AeNQBMSVwxKRNwJxXorrHZ1xFl,Emily Elizabeth 😂🤣🤭🙂🙃,"""2024-01-11T22:11:18.000Z""",0,2,facebook
Jay███rdt███,"Again DCA is still better bro, you’ve tried to time the market and it won’t work.","""2024-08-22T21:50:32.000Z""",1,4,tiktok
pfbid0r1EWXnupiZPjpnqnRzRpCxRN7mT8DiVS9hPFAaPbcWcPsuQVg2MnchGvnMF1mpo7l,Can you read me now?....(left on seen) good!🤣,"""2024-01-12T02:56:55.000Z""",0,0,facebook
pfbid02kdyzdjNsbGYHu7bfRi9sUiEwVHN2xgG9JLoQoDhg5siqkVmbyV6NdtSqPWcf7qxZl,Societal regression,"""2024-01-11T23:02:50.000Z""",0,0,facebook
Man███Wom███,"Just over half an hour played and we’re still searching for an opener 🔎

#MUWomen","""2024-12-15T14:35:04.000Z""",407,20,twitter
the███lik███up,Congrats👏👏❤️,2024-11-04T17:25:42.000Z,1,1,instagram
pfbid02u6zXAAJhP3cbXEWRdXFxHyjQFd2mLix3UFrhnUnEaSCjA1q9M8X9EjwFweGRvewQl,We found out that since 2016 AT&T was charging us for insurance for 4 phones rather than 2.   We never even contracted for the insurance in the first place. They gave us credit for 3 months of the fees. That’s thousands of $ they ripped us off.  Has anyone else had experiences like this?,"""2023-10-22T07:43:27.000Z""",0,5,facebook
non███anz███aim███,Crazy my life,2020-05-24T07:57:45.000Z,1,1,instagram
liv███nla███gas███,You are on fire girl!!🔥🔥🔥,2024-11-13T15:33:53.000Z,1,1,instagram
The███nom███,"Since 2020, the global economy has been pummelled by a succession of shocks: the pandemic, a fiscal spending bonanza, an inflation spike, the invasion of Ukraine and more. As the dust settles, what has changed? Read more in The World Ahead","""2024-12-15T13:42:01.000Z""",44,7,twitter
ann███ott███,Hiiiiii @anabelbakala ily💙🩵,2024-11-15T16:19:01.000Z,1,1,instagram
pfbid0B3tqdmKEmM634StPpAV2rqGU8xbZdEvWA5c62CJhoZGeqk1QWRNZMQFC4TwAcX7cl,Hmmmm,"""2024-11-28T08:41:05.000Z""",0,0,facebook
Fak███,wannabe white boy,"""2024-06-17T10:27:33.000Z""",1,1,tiktok
nyp███,Bill Belichick receives roaring ovation during North Carolina basketball game,"""2024-12-15T01:46:24.000Z""",165,20,twitter
ufc,"This co-main has been ACTION PACKED since the start 👊

[ Tune in NOW on @ESPNPlus &amp; ESPN2 ]","""2024-12-15T05:34:07.000Z""",1012,58,twitter
kan███ina███dle███,🎓🎓🎓🎓🎓🎓,2024-08-16T08:27:12.000Z,1,1,instagram
mis███ath███ria███,Very pretty,2024-11-15T03:08:42.000Z,1,1,instagram
bus███ss,Countries are getting choosier over who gets to become a citizen and how,"""2024-12-15T01:41:03.000Z""",19,9,twitter
Guy███iee███,what do u expect this index to do for u in one year u ecpections,"""2024-06-01T22:58:27.000Z""",1,4,tiktok
pfbid0gZYZmQv4wgZuZfR1AJaNmuasBktau3Z1AD44XgR2HupqChLhXmLVnJ9xQdLRHo3Gl,Ben Hultman I feel attacked,"""2024-01-12T22:16:55.000Z""",0,1,facebook
WWE,"😳 😳 😳 

@DMcIntyreWWE just threw @SamiZayn with ease! 😮‍💨

#SNME","""2024-12-15T01:15:12.000Z""",3322,116,twitter
pfbid06E6etXgeHUpdoLrZTGGTVQfYDUgcfzK4mtc6w8zxPFubd2VajGAbgLKGH47u1e9kl,Ashlee Lewis 😂,"""2024-01-11T23:00:15.000Z""",0,0,facebook
pfbid02VkTaoEgtyLxdZ21VsHybAAVeG2mdcJtnMBFj3oV3J1s9rnZ4kMbH5U49BwRLFrTCl,Happy birthday!,"""2024-09-14T01:15:43.000Z""",0,0,facebook
pfbid0fNR2T8AjHb1Cr4Rb7wUqh9WXnqBedJuSPMkSTje7XhxgxzhtsEUSMHfU94GkaJZVl,"Thank you & You Too! In 2014, I signed up for an Autobiography Writing Class. In 2019, I sat at my computer; and in 2020 my autobiography, PLANET EARTH-ONE DAY IN SCHOOL, was published at Amazon with 13-five-star-reviews (B08KH3QMB6). The two themes are: 1) My Metaphysical Journey from poor immigrant Italian grandparents in Jersey City, N.J. to a Doctorate in Metaphysics and a move to Denver, CO. 2) Racial Restoration. In a Past Life Workshop, I experienced a young black girl with pigtails, who lived on a southern plantation; and a male wearing a wig, who could be one of the signers of the Declaration of Independence. A black person can have a past life being white, and a white supremest can have a past life being black. Can we all join together and BE ALL THAT WE CAN BE?
At 88-yrs-young, I am the only white person in my family of an adult son, a son who passed at 27, a Yale graduate & All-State Strong Safety football player, two grandchildren, and a gorgeous four-yr-old-great-grandson.❤🌎😎","""2024-10-31T19:19:41.000Z""",0,0,facebook
nyp███,How to watch the ‘Yellowstone’ series finale: Start time and what to know,"""2024-12-15T12:02:48.000Z""",36,19,twitter
1513141515,"Be careful with Verizon! If you’re on automatic payment, and you leave Verizon, but you have a balance due left for like your new phone. They will automatically take it out of the account on the due date regardless of the amount without your permission. Apparently, it’s quite a common thing they do.they just charged me $847. Yes I was going to pay it but I was gonna call and make payment plans. So if they punish you for being a faithful automatic payer and leaving their company. I can’t wait for the class action lawsuit for this one.","""2024-02-17T13:40:44.000Z""",0,4,facebook
awi███di,@akosuanyame.waa my comforter 😍😍😍,2024-04-11T14:59:26.000Z,2,2,instagram
Den███ Sl███r,great,"""2024-11-16T16:49:34.000Z""",1,0,tiktok
Qas███Zaf███,Should have kept all of it in S&o as the gains today were crazy,"""2024-06-12T19:07:00.000Z""",1,2,tiktok
Jerry,Milo will be more delicious than the 4 -pointed tube.,"""2024-02-10T09:24:41.000Z""",1,0,tiktok
pfbid0oXQMweHYDU55UETJaXAPcUtennQUq9N8T2rN7QZeRj4cmWfGiYPK3TExQ5nGXieol,"I received the attached email today. I have to say, I'd be happy simply to have standard 4G service in my house and in my yard.","""2024-01-25T20:58:13.000Z""",0,6,facebook
nyp███,"Storms across US bring heavy snow in NY, dangerous ice and a tornado in California","""2024-12-15T10:11:47.000Z""",67,21,twitter
Glo███ews███,"Lula was discharged this Sunday (15). The president has been hospitalized since Monday (9) in São Paulo, where he underwent surgery to drain a bruise on his head - still due to the fall he suffered at home in October.

➡ Watch #globonews:","""2024-12-15T17:47:29.000Z""",263,64,twitter
tik███3r,Be technically correct. When you sell/dispose stocks you do not have to pay tax. Taking money out of the ISA is irrelevant,"""2024-09-30T22:32:41.000Z""",3,2,tiktok
TNT███rts███,"Nothing like one day after the other, huh! 👀 Remember that this song has been sung countless times by the city fans for Erik Ten Hag. We lived the day she was sung for Pep Guardiola ... 😳 #premierleague","""2024-12-15T18:43:38.000Z""",388,16,twitter
1792876465,"Remember when being ""in"" was the thing?","""2024-01-12T00:19:08.000Z""",0,0,facebook
shr███_al███m,My love perpetuates you,2024-07-24T17:24:40.000Z,1,1,instagram
m_z███ib1███,every day he don’t invest that in s and p 500 or index he’s losing £54,"""2024-11-09T18:12:53.000Z""",1,2,tiktok
bus███ss,German Chancellor Olaf Scholz will submit to a parliamentary vote of confidence on Monday that he has every intention of losing to trigger a snap election. Here’s what you need to know:,"""2024-12-16T05:08:06.000Z""",11,6,twitter
The███nom███,"The fight over reproductive rights in America looks set to shift from political to legal arenas. Most likely, access to abortion will continue to diverge in 2025","""2024-12-15T01:42:33.000Z""",14,4,twitter
100024632191206,0,"""2024-02-05T23:38:46.000Z""",0,0,facebook
fol███ory███sig███,Ahlan 😍😍,2024-01-29T06:04:32.000Z,1,1,instagram
pia███pon███,What a dream!!!!!,2022-11-29T14:40:01.000Z,1,1,instagram
pfbid035ib3Jv7kFuohY8EMqzreFFcz87zecxNfAoNDx9yuZfxj1bqVWYZxFvrCsNsCu1Dl,You are the killers of joy.,"""2024-04-21T22:27:26.000Z""",0,0,facebook
sep███gan███,O God,2024-07-21T18:33:28.000Z,1,1,instagram
pfbid026sfZ72QxDJ1kQkgaYtxv6pXEmR3RE5Vhc4icSfDb2abz3L9E32Q3W6zYVDqDM86nl,Worse company ever!! I have been on the phone with their “advanced technical support” for 8 hours over the last 4 days and they still cannot get out account straight,"""2023-05-19T20:42:50.000Z""",0,6,facebook
kun███abr███tud███,Gorgeous ❤️❤️❤️,2024-06-19T21:04:10.000Z,1,1,instagram
pfbid0BHyyT9KGN9jLQTkZ91mzGq8nChCYLUotQWTkokRjMwM28q2LhKWa9uK8VqWAQVuil,"I have also spent hours trying to resolve a simple problem. I simply want to review my mobile phone bill online. All that comes up is my land line and my WIFI information. I've been given 7 numbers to call today. And three yesterday. Not one person can help, all claiming it is some else's problem. I'm ready to switch carriers.","""2023-02-14T23:05:20.000Z""",0,2,facebook
Sri,thoughts on s&p500 (top20) on t212,"""2024-12-11T17:27:50.000Z""",0,0,tiktok
Bro███ynN███,Join us in wishing @NoahEagle15 a happy birthday! 🎂,"""2024-12-11T16:33:04.000Z""",226,11,twitter
nyp███,"Family living on sailboat plan to spend minimalist Christmas at sea with fresh fish, seashell gifts","""2024-12-15T15:09:02.000Z""",112,49,twitter
pfbid0SbkaGdZD5eWG3trAjFB2strDZc4TGKcyWorVZ2VyaSoVdwdgmTkY4ERBomNwj8UQl,Love this company friendly and very caring.,"""2024-06-24T12:41:25.000Z""",0,0,facebook
jan███ady███,😍😍😍😍😍,2024-01-29T18:59:51.000Z,2,1,instagram
tvg███o,Thanks of our painho Marcos Palmeira 🥰 #Melhoresdoano #Domingão,"""2024-12-15T23:05:55.000Z""",170,6,twitter
Spu███ffi███l,"""It was a really good team performance and good to bounce back from the last few weeks."" 🗣️

Lucas reflects on his first @premierleague start and our win against Southampton 🙌","""2024-12-15T22:13:12.000Z""",1553,22,twitter
pfbid0EEtyYKUZGJd3JjjjbU2fokyDV4qQAKTG7iS9ksqVEGTHdiE117WeEZaqmqui9V6nl,Happy birthday to all of you!!! Especially you Tyler☺️,"""2024-09-14T00:17:40.000Z""",0,0,facebook
the███lgi███ich██████,Congratulations! 🙌,2024-11-12T23:05:47.000Z,1,1,instagram
CNN███sil███,"During this Sunday's WW (15), the philosopher and writer Denis Lion Rosenfield stated that President Luiz Inácio Lula da Silva's Workers Party (PT) needs to dialogue with society in general to be competitive in the 2026 presidential elections.","""2024-12-16T02:25:28.000Z""",19,5,twitter
pfbid0UWGmfjM8bJCy4u1SqhPkw8JVwzdvsAw6uVBDLB2jcJFn9rmiH4crcMRbp5uMpMq9l,"Stop installing games I never asked for during your ""Security updates""","""2024-01-18T11:38:01.000Z""",0,1,facebook
ama███366███,God willing 🔥😍,2022-03-16T20:50:59.000Z,1,1,instagram
Tom███Per███al █████████,what happened?,"""2024-10-08T19:22:45.000Z""",0,3,tiktok
Cbs███ Ch███sbc███,😁,"""2024-11-16T10:37:02.000Z""",0,0,tiktok
raf,Define unrealised,"""2024-09-19T19:33:14.000Z""",0,0,tiktok
kla███r63███,Love the frosty eyes!  So pretty!,2024-11-13T00:20:41.000Z,1,1,instagram
100061759943458,Super,"""2022-11-30T12:56:29.000Z""",0,0,facebook
Ran███sFC███,💯 100 Competitive Appearances for @LeonBalogun today 💪,"""2024-12-15T14:26:10.000Z""",1631,13,twitter
pfbid0dGD56LcvSNJ9JGvA19Lnqp1kQbVrFh9w6KQNiBy69q3YMcexH3Ub67s6fMw8oYUhl,I am thankful for the new install Logan and Ricky did in my home. I enjoy the cool air of course but I feel better leaving my pups while I am away knowing they are comfortable.,"""2024-07-03T17:16:37.000Z""",0,1,facebook
pfbid02LCsco9aQudjpFwcmyEyx933D4oipFKq6Gwy25fa7WNNcgdu545sVkezcrUnXgzhcl,You forgot “page me”,"""2024-01-12T02:22:24.000Z""",0,0,facebook
pfbid0mzWMmua6Mtv5sdtjn7zBptRJ8ECdQGZA7GvSXs75BWmXy9EyT9rHEBuH98gkMkAil,"Yes, they have become very transparent in their views and dump them when you can!!!  They are not serving their customers.","""2023-02-23T05:45:10.000Z""",0,2,facebook
Tay███,Thank you Paul Wheeler 🙏,"""2024-07-31T19:53:26.000Z""",0,1,tiktok
jnj███555███,"The creativity of God, may God bless you",2024-08-18T10:41:13.000Z,1,1,instagram
pfbid02jkyxJKZDt4LRjFXvZ77jkYEgsXWWv7F8vh4jwrgypWvfg6mj7PA7GR9aJYM2cnnnl,"AT&T Business IS THE ABSOLUTE WORST! Warning to consumers: DO NOT DO ANYTHING OVER THE PHONE. THEY WILL SCAM YOU.

Back in October, I had called about some questions I had with my account. I was talked into getting 2 new phones- I would trade in my iPhone 12 for an iPhone 15Pro and because my husbands phone had cracked, we were getting an iPhone 13 for him for $0.99. The first thing that happened, the sales guy never did something on the ATT end for my trade in. I spent literal hours on the phone with ATT multiple times and FINALLY was able to get my phone traded in. However, for my husbands phone we were being charged $17.50 instead of the $0.05/ month (the $0.99 divided into monthly costs). I called a few times about it and each time I was told that yes, that is the promotion and I had to wait 3 billing cycles for the account to catch up to the $0.05/month instead of the $17.50/month. So on the third billing cycle it wasn’t fixed. I called and they told me because it had been three billing cycles they couldn’t remove it. The person I spoke with requested a $630 credit for the iPhone 13 (which is what I would be charged over the course of the installment payments), because they can’t remove the $17.50/ month off of my bill. It was approved while I was on the phone with her. She had told me that it would hit my account in 24 hours. 

I have been a customer for years. This is the messiest customer service experience I’ve ever had. I have NEVER had such a large business lie to me continuously and continuously mess up my account. The phone calls are all recorded, there needs to be an investigation. I will be filing a complaint with the FTC. I have been patient and understanding, but I’m done. This is not how paying customers, should be treated.

Here is the hilarious response from AT&T Business. Save yourself the headache and go with Verizon. 

“Nichole, I had my team look into your husband's line concerns. Here are the findings, They did not put his line on the 2-year commitment which would have been 99 cents for the device, but they did not inform you that if you were on that then your rate plan for the line would have jumped from $30 to $55 for the 2 years and that would have been a total of an extra 25 dollars for 24 months and a total of $600.00. They put his line on the installment plan for $17.50 for the 36 months for the device and the plan stays the same at $30, so he is paying a total of $630 we can give the difference of 30 dollars as a credit. Please let me know if you have any other questions. -Lisa”","""2024-01-05T21:45:50.000Z""",0,0,facebook
R3v███eVi███,Why only £10 a day,"""2024-10-14T15:56:43.000Z""",1,3,tiktok
tha███san███,Are you able to transfer your funds from one broker to another and keep whilst keeping the same prices at which you originally bought those funds?,"""2024-06-19T14:10:58.000Z""",1,2,tiktok
mim███lif███yyl███,The best.,2024-11-15T19:50:22.000Z,1,1,instagram
app███ser███848███,Can I transfer some of the funds from my S&S ISA to my LISA?,"""2024-10-10T21:35:21.000Z""",1,1,tiktok
pfbid0PtpKkAMyB5ZVZVo8FrsxD618WPaHEzb6HQNSWVG9QXHfEKb6pqJqZLwf7QQi5Dxml,Criminal organization.  They have turned into a corporation of scams.,"""2023-03-23T13:20:17.000Z""",0,2,facebook
ren███lo,"❤️🔥👏👏 May God protect you with the sweet voice, O Lord, Amen",2024-06-18T19:18:43.000Z,1,1,instagram
kar███,"I made $82,000 in 7 days investing in trading @PAULWHEELERFX start your investment to make a change","""2024-08-07T15:55:35.000Z""",0,0,tiktok
tvg███o,"Warns that it's her! @ehagabz, competing in the 'Revelation of the Year' category, has already reached #Melhoresdoano! #Sunday","""2024-12-15T19:33:17.000Z""",174,2,twitter
owl███4,"What will Donald trump winning the election mean for the medium term, 1-3 years?","""2024-11-06T20:14:04.000Z""",1,4,tiktok
Eri███Mir███a,scam?dm for help@Digital Hacker,"""2024-07-31T17:25:21.000Z""",0,0,tiktok
Tay███,You still won’t tell me how to order a card from trading 212! 🥲,"""2024-05-21T16:41:25.000Z""",2,4,tiktok
Fol███_To███spi███,you need followers to make money from tiktok,"""2024-09-23T16:47:10.000Z""",1,4,tiktok
san███_sa███ar_███,I need it! 🙌🙌🙌,2023-12-27T16:14:14.000Z,1,1,instagram
Spu███ffi███l,100 @premierleague appearances and counting 🔥,"""2024-12-15T19:24:42.000Z""",4679,23,twitter
om_███ek0███,How prefer you the kit,2024-03-22T21:03:48.000Z,1,1,instagram
bus███ss,"President-elect Trump has been handed a playbook for downsizing the National Oceanic and Atmospheric Administration at a time when China is investing heavily in climate research, and could see an opening to being the next global weather superpower.","""2024-12-15T04:51:03.000Z""",23,9,twitter
pfbid0ryuvmjykhZYZujd5DQmgEwLBS4FopLyRzLzLiNJWTgMwFHL1rXLaRo1ag1qY5xGVl,AT&T IS BAIT AND SWITCH These are bait and switch plans like we found out on their iWatch promotion which is costing us $58 more per month then they quoted us. Their customer service say they cannot do anything about it. We will be switching to Sprint tomorrow.,"""2023-07-11T02:13:38.000Z""",0,1,facebook
pfbid0242sGTCX3JSPMc5d9wWTCwqjNcwan8DeFYAHcQkB4LXSkVJy8bitfkPEyHHYhBJmZl,AT&T is a joke!!! I cannot hate them more than i do right now!!!! Please do not use at&t for anything. I will be canceling all services,"""2024-11-06T15:59:01.000Z""",0,1,facebook
pix███nov███nam███,Eeeeere,"""2024-12-11T09:29:25.000Z""",0,0,tiktok
bus███ss,"President-elect Trump has been handed a playbook for downsizing the National Oceanic and Atmospheric Administration at a time when China is investing heavily in climate research, and could see an opening to being the next global weather superpower.","""2024-12-15T08:51:03.000Z""",34,13,twitter
cdf███er,"Dude, ain’t this all Haram???","""2024-07-20T16:05:09.000Z""",0,0,tiktok
aus███101███lty███,Wow! Congratulations to the homeowner 😍,2024-11-16T03:37:58.000Z,1,1,instagram
Fol███_To███spi███,https://vm.tiktok.com/ZGewJS2XR/,"""2024-09-01T16:15:07.000Z""",0,0,tiktok
Var███ot ███ngk███,And if you think about World Wide? Who is bigger? Because I used to go to Singapore only Milo Never met Ovaltine.,"""2024-02-10T10:05:02.000Z""",1,0,tiktok
nyp███,"Finance expert, son of Florida judge accused of sucker-punching NYC eye doc, 2 health-care staffers in NJ","""2024-12-15T11:02:22.000Z""",64,27,twitter
Cel███FC,"📰 Daizen is spot-on at Hampden as Celtic win League Cup

Read the full match report ⤵️
 
#CELRAN | #PremierSportsCup | #CelticFC🍀","""2024-12-15T20:09:03.000Z""",526,9,twitter
SLB███ica███,"#SLBenficaFem | 1️⃣1️⃣ 𝗜𝗡𝗜𝗖𝗜𝗔𝗟!

#LojasEspacoCasa #Europcar #Glassdrive #Auditiv @adidasfootball","""2024-12-15T10:52:14.000Z""",71,2,twitter
Jay███rdt███,Big mistake putting all that in the market in one go bro. Move that into s&p500 and bitcoin and you’ll thank me later,"""2024-09-05T15:55:42.000Z""",1,4,tiktok
Hxa███sx,Why not vanguard?,"""2024-10-19T22:00:55.000Z""",1,2,tiktok
ilo███ywi███64,"Markets were slightly overpriced, not surprising, it’ll bounce back but could be week to 2 years, who knows. Just dca","""2024-08-05T18:04:32.000Z""",2,1,tiktok
Spu███ffi███l,"Who was your #SOUTOT Player of the Match? 🤔

Vote now via the Official Spurs App 📲","""2024-12-15T21:22:37.000Z""",755,71,twitter
and███eze███,biggie on nationals! ily @taylor.ternes,2024-10-30T04:25:04.000Z,1,1,instagram
Lig███A,"Total parity in the Bombonera! 

@Bocajrsofficial e @independent tied 0 to 0 for #date27 of the #Torneobetano 2024 🏆

📷 Press Clubs","""2024-12-15T00:10:51.000Z""",42,3,twitter
The███nom███,"Before Tulsi Gabbard started calling the Democratic Party an “elitist cabal of warmongers”, she belonged to it. Vogue even called her an “embodiment of the Obama era”.

Now she is Donald Trump’s pick to be his director of national intelligence","""2024-12-15T22:55:08.000Z""",31,26,twitter
ill███isk███,@lucilleowenn our CUTIE banner!,2024-11-20T20:46:08.000Z,3,1,instagram
tvg███o,"Everyone just dancing to the sound of ""tasty error"" 💋💋💋 #Melhoresdoano #Domingão","""2024-12-15T22:28:52.000Z""",204,6,twitter
pfbid0EEtyYKUZGJd3JjjjbU2fokyDV4qQAKTG7iS9ksqVEGTHdiE117WeEZaqmqui9V6nl,Proud of you Tyler!!!,"""2024-08-09T18:45:11.000Z""",0,0,facebook
pfbid0215Bvgc5KuUvB85aapY3mt4U7PoLiK4rNVrGjxWHLznu8cRAoqXBhUZKbjkqNBoS9l,AT&T makes dial seem like high speed,"""2024-01-27T02:14:06.000Z""",0,0,facebook
pab███hot███,Jealous as jealous gets. 🔥🔥🔥,2018-10-21T06:19:21.000Z,1,3,instagram
LFC,"The pitchside view of Cody's leveller 🎥

#TeamPixel | #Ad","""2024-12-15T10:00:01.000Z""",5209,87,twitter
Bre███ord███,"Still very much in this!

Let's go, lads 🐝

🔵 1-0 🐝 
#CHEBRE | #BrentfordFC","""2024-12-15T20:04:47.000Z""",43,7,twitter
